I: Retrieving Release 
I: Retrieving Release.gpg 
Entpacken von libkate1 (0.4.1-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libmimic0 wird gewählt.
Vorbereitung zum Entpacken von .../libmimic0_1.0.4-2.1ubuntu1_i386.deb ...
Entpacken von libmimic0 (1.0.4-2.1ubuntu1) ...
Vormals nicht ausgewähltes Paket libmms0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmms0_0.6.2-3ubuntu2_i386.deb ...
Entpacken von libmms0:i386 (0.6.2-3ubuntu2) ...
Vormals nicht ausgewähltes Paket libmodplug1 wird gewählt.
Vorbereitung zum Entpacken von .../libmodplug1_1%3a0.8.8.4-4.1_i386.deb ...
Entpacken von libmodplug1 (1:0.8.8.4-4.1) ...
Vormals nicht ausgewähltes Paket libfftw3-double3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libfftw3-double3_3.3.3-7ubuntu3_i386.deb ...
Entpacken von libfftw3-double3:i386 (3.3.3-7ubuntu3) ...
Vormals nicht ausgewähltes Paket libofa0 wird gewählt.
Vorbereitung zum Entpacken von .../libofa0_0.9.3-5ubuntu1_i386.deb ...
Entpacken von libofa0 (0.9.3-5ubuntu1) ...
Vormals nicht ausgewähltes Paket libopenal-data wird gewählt.
Vorbereitung zum Entpacken von .../libopenal-data_1%3a1.14-4ubuntu1_all.deb ...
Entpacken von libopenal-data (1:1.14-4ubuntu1) ...
Vormals nicht ausgewähltes Paket libopenal1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopenal1_1%3a1.14-4ubuntu1_i386.deb ...
Entpacken von libopenal1:i386 (1:1.14-4ubuntu1) ...
Vormals nicht ausgewähltes Paket libopus0 wird gewählt.
Vorbereitung zum Entpacken von .../libopus0_1.1-0ubuntu1_i386.deb ...
Entpacken von libopus0 (1.1-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libschroedinger-1.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libschroedinger-1.0-0_1.0.11-2ubuntu1_i386.deb ...
Entpacken von libschroedinger-1.0-0:i386 (1.0.11-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libslv2-9 wird gewählt.
Vorbereitung zum Entpacken von .../libslv2-9_0.6.6+dfsg1-2_i386.deb ...
Entpacken von libslv2-9 (0.6.6+dfsg1-2) ...
Vormals nicht ausgewähltes Paket libsoundtouch0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsoundtouch0_1.7.1-5_i386.deb ...
Entpacken von libsoundtouch0:i386 (1.7.1-5) ...
Vormals nicht ausgewähltes Paket libspandsp2 wird gewählt.
Vorbereitung zum Entpacken von .../libspandsp2_0.0.6~pre21-2_i386.deb ...
Entpacken von libspandsp2 (0.0.6~pre21-2) ...
Vormals nicht ausgewähltes Paket libvo-aacenc0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libvo-aacenc0_0.1.3-1_i386.deb ...
Entpacken von libvo-aacenc0:i386 (0.1.3-1) ...
Vormals nicht ausgewähltes Paket libvo-amrwbenc0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libvo-amrwbenc0_0.1.3-1_i386.deb ...
Entpacken von libvo-amrwbenc0:i386 (0.1.3-1) ...
Vormals nicht ausgewähltes Paket libwildmidi-config wird gewählt.
Vorbereitung zum Entpacken von .../libwildmidi-config_0.2.3.4-2.1ubuntu3_all.deb ...
Entpacken von libwildmidi-config (0.2.3.4-2.1ubuntu3) ...
Vormals nicht ausgewähltes Paket libwildmidi1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libwildmidi1_0.2.3.4-2.1ubuntu3_i386.deb ...
Entpacken von libwildmidi1:i386 (0.2.3.4-2.1ubuntu3) ...
Vormals nicht ausgewähltes Paket libxvidcore4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxvidcore4_2%3a1.3.2-9ubuntu1_i386.deb ...
Entpacken von libxvidcore4:i386 (2:1.3.2-9ubuntu1) ...
Vormals nicht ausgewähltes Paket libzbar0 wird gewählt.
Vorbereitung zum Entpacken von .../libzbar0_0.10+doc-9build1_i386.deb ...
Entpacken von libzbar0 (0.10+doc-9build1) ...
Vormals nicht ausgewähltes Paket libzvbi-common wird gewählt.
Vorbereitung zum Entpacken von .../libzvbi-common_0.2.35-2_all.deb ...
Entpacken von libzvbi-common (0.2.35-2) ...
Vormals nicht ausgewähltes Paket libzvbi0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libzvbi0_0.2.35-2_i386.deb ...
Entpacken von libzvbi0:i386 (0.2.35-2) ...
Vormals nicht ausgewähltes Paket gstreamer0.10-plugins-bad:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer0.10-plugins-bad_0.10.23-7.2ubuntu1.1_i386.deb ...
Entpacken von gstreamer0.10-plugins-bad:i386 (0.10.23-7.2ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libavutil52:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libavutil52_6%3a9.18-0ubuntu0.14.04.1_i386.deb ...
Entpacken von libavutil52:i386 (6:9.18-0ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket libmp3lame0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmp3lame0_3.99.5+repack1-3ubuntu1_i386.deb ...
Entpacken von libmp3lame0:i386 (3.99.5+repack1-3ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencore-amrnb0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencore-amrnb0_0.1.3-2ubuntu1_i386.deb ...
Entpacken von libopencore-amrnb0:i386 (0.1.3-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencore-amrwb0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencore-amrwb0_0.1.3-2ubuntu1_i386.deb ...
Entpacken von libopencore-amrwb0:i386 (0.1.3-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopenjpeg2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopenjpeg2_1.3+dfsg-4.7ubuntu1_i386.deb ...
Entpacken von libopenjpeg2:i386 (1.3+dfsg-4.7ubuntu1) ...
Vormals nicht ausgewähltes Paket libva1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libva1_1.3.0-2_i386.deb ...
Entpacken von libva1:i386 (1.3.0-2) ...
Vormals nicht ausgewähltes Paket libx264-142:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libx264-142_2%3a0.142.2389+git956c8d8-2_i386.deb ...
Entpacken von libx264-142:i386 (2:0.142.2389+git956c8d8-2) ...
Vormals nicht ausgewähltes Paket libavcodec-extra-54:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libavcodec-extra-54_6%3a9.18-0ubuntu0.14.04.1_i386.deb ...
Entpacken von libavcodec-extra-54:i386 (6:9.18-0ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket libavformat54:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libavformat54_6%3a9.18-0ubuntu0.14.04.1_i386.deb ...
Entpacken von libavformat54:i386 (6:9.18-0ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket libfaac0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libfaac0_1.28-6_i386.deb ...
Entpacken von libfaac0:i386 (1.28-6) ...
Vormals nicht ausgewähltes Paket libfluidsynth1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libfluidsynth1_1.1.6-2_i386.deb ...
Entpacken von libfluidsynth1:i386 (1.1.6-2) ...
Vormals nicht ausgewähltes Paket libmad0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmad0_0.15.1b-8ubuntu1_i386.deb ...
Entpacken von libmad0:i386 (0.15.1b-8ubuntu1) ...
Vormals nicht ausgewähltes Paket libmjpegutils-2.1-0 wird gewählt.
Vorbereitung zum Entpacken von .../libmjpegutils-2.1-0_1%3a2.1.0+debian-2.1_i386.deb ...
Entpacken von libmjpegutils-2.1-0 (1:2.1.0+debian-2.1) ...
Vormals nicht ausgewähltes Paket libmpeg2-4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmpeg2-4_0.5.1-5ubuntu1_i386.deb ...
Entpacken von libmpeg2-4:i386 (0.5.1-5ubuntu1) ...
Vormals nicht ausgewähltes Paket libmpeg2encpp-2.1-0 wird gewählt.
Vorbereitung zum Entpacken von .../libmpeg2encpp-2.1-0_1%3a2.1.0+debian-2.1_i386.deb ...
Entpacken von libmpeg2encpp-2.1-0 (1:2.1.0+debian-2.1) ...
Vormals nicht ausgewähltes Paket libmpg123-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmpg123-0_1.16.0-1ubuntu1_i386.deb ...
Entpacken von libmpg123-0:i386 (1.16.0-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libmplex2-2.1-0 wird gewählt.
Vorbereitung zum Entpacken von .../libmplex2-2.1-0_1%3a2.1.0+debian-2.1_i386.deb ...
Entpacken von libmplex2-2.1-0 (1:2.1.0+debian-2.1) ...
Vormals nicht ausgewähltes Paket liboil0.3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../liboil0.3_0.3.17-2ubuntu4_i386.deb ...
Entpacken von liboil0.3:i386 (0.3.17-2ubuntu4) ...
Vormals nicht ausgewähltes Paket libtbb2 wird gewählt.
Vorbereitung zum Entpacken von .../libtbb2_4.2~20130725-1.1ubuntu1_i386.deb ...
Entpacken von libtbb2 (4.2~20130725-1.1ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-core2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-core2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-core2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-flann2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-flann2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-flann2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-imgproc2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-imgproc2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-imgproc2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-features2d2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-features2d2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-features2d2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-calib3d2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-calib3d2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-calib3d2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libgtkglext1 wird gewählt.
Vorbereitung zum Entpacken von .../libgtkglext1_1.2.0-3.1fakesync3_i386.deb ...
Entpacken von libgtkglext1 (1.2.0-3.1fakesync3) ...
Vormals nicht ausgewähltes Paket libswscale2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libswscale2_6%3a9.18-0ubuntu0.14.04.1_i386.deb ...
Entpacken von libswscale2:i386 (6:9.18-0ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket libopencv-highgui2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-highgui2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-highgui2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-ml2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-ml2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-ml2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-objdetect2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-objdetect2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-objdetect2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-video2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-video2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-video2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-contrib2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-contrib2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-contrib2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libopencv-legacy2.4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libopencv-legacy2.4_2.4.8+dfsg1-2ubuntu1_i386.deb ...
Entpacken von libopencv-legacy2.4:i386 (2.4.8+dfsg1-2ubuntu1) ...
Vormals nicht ausgewähltes Paket cabextract wird gewählt.
Vorbereitung zum Entpacken von .../cabextract_1.4-4_i386.deb ...
Entpacken von cabextract (1.4-4) ...
Vormals nicht ausgewähltes Paket ttf-mscorefonts-installer wird gewählt.
Vorbereitung zum Entpacken von .../ttf-mscorefonts-installer_3.4+nmu1ubuntu1_all.deb ...
Entpacken von ttf-mscorefonts-installer (3.4+nmu1ubuntu1) ...
Vormals nicht ausgewähltes Paket libchromaprint0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libchromaprint0_1.1-1_i386.deb ...
Entpacken von libchromaprint0:i386 (1.1-1) ...
Vormals nicht ausgewähltes Paket libgstreamer-plugins-bad1.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgstreamer-plugins-bad1.0-0_1.2.4-1~ubuntu1_i386.deb ...
Entpacken von libgstreamer-plugins-bad1.0-0:i386 (1.2.4-1~ubuntu1) ...
Vormals nicht ausgewähltes Paket libsrtp0 wird gewählt.
Vorbereitung zum Entpacken von .../libsrtp0_1.4.5~20130609~dfsg-1_i386.deb ...
Entpacken von libsrtp0 (1.4.5~20130609~dfsg-1) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-plugins-bad-videoparsers:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-plugins-bad-videoparsers_1.2.4-1~ubuntu1_i386.deb ...
Entpacken von gstreamer1.0-plugins-bad-videoparsers:i386 (1.2.4-1~ubuntu1) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-plugins-bad-faad:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-plugins-bad-faad_1.2.4-1~ubuntu1_i386.deb ...
Entpacken von gstreamer1.0-plugins-bad-faad:i386 (1.2.4-1~ubuntu1) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-plugins-bad:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-plugins-bad_1.2.4-1~ubuntu1_i386.deb ...
Entpacken von gstreamer1.0-plugins-bad:i386 (1.2.4-1~ubuntu1) ...
Vormals nicht ausgewähltes Paket flashplugin-installer wird gewählt.
Vorbereitung zum Entpacken von .../flashplugin-installer_11.2.202.481ubuntu0.14.04.1_i386.deb ...
Entpacken von flashplugin-installer (11.2.202.481ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket freepats wird gewählt.
Vorbereitung zum Entpacken von .../freepats_20060219-1_all.deb ...
Entpacken von freepats (20060219-1) ...
Vormals nicht ausgewähltes Paket gstreamer0.10-fluendo-mp3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer0.10-fluendo-mp3_0.10.23.debian-3_i386.deb ...
Entpacken von gstreamer0.10-fluendo-mp3:i386 (0.10.23.debian-3) ...
Vormals nicht ausgewähltes Paket gstreamer0.10-plugins-bad-multiverse wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer0.10-plugins-bad-multiverse_0.10.21-1ubuntu3_i386.deb ...
Entpacken von gstreamer0.10-plugins-bad-multiverse (0.10.21-1ubuntu3) ...
Vormals nicht ausgewähltes Paket liba52-0.7.4 wird gewählt.
Vorbereitung zum Entpacken von .../liba52-0.7.4_0.7.4-17_i386.deb ...
Entpacken von liba52-0.7.4 (0.7.4-17) ...
Vormals nicht ausgewähltes Paket libsidplay1 wird gewählt.
Vorbereitung zum Entpacken von .../libsidplay1_1.36.59-5ubuntu1_i386.deb ...
Entpacken von libsidplay1 (1.36.59-5ubuntu1) ...
Vormals nicht ausgewähltes Paket libtwolame0 wird gewählt.
Vorbereitung zum Entpacken von .../libtwolame0_0.3.13-1ubuntu1_i386.deb ...
Entpacken von libtwolame0 (0.3.13-1ubuntu1) ...
Vormals nicht ausgewähltes Paket gstreamer0.10-plugins-ugly:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer0.10-plugins-ugly_0.10.19-2ubuntu5_i386.deb ...
Entpacken von gstreamer0.10-plugins-ugly:i386 (0.10.19-2ubuntu5) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-fluendo-mp3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-fluendo-mp3_0.10.23.debian-3_i386.deb ...
Entpacken von gstreamer1.0-fluendo-mp3:i386 (0.10.23.debian-3) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-libav:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-libav_1.2.4-1~ubuntu1_i386.deb ...
Entpacken von gstreamer1.0-libav:i386 (1.2.4-1~ubuntu1) ...
Vormals nicht ausgewähltes Paket gstreamer1.0-plugins-ugly:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gstreamer1.0-plugins-ugly_1.2.3-2build1_i386.deb ...
Entpacken von gstreamer1.0-plugins-ugly:i386 (1.2.3-2build1) ...
Vormals nicht ausgewähltes Paket ubuntu-restricted-addons wird gewählt.
Vorbereitung zum Entpacken von .../ubuntu-restricted-addons_20_i386.deb ...
Entpacken von ubuntu-restricted-addons (20) ...
Vormals nicht ausgewähltes Paket ubuntu-restricted-extras wird gewählt.
Vorbereitung zum Entpacken von .../ubuntu-restricted-extras_60.1_i386.deb ...
Entpacken von ubuntu-restricted-extras (60.1) ...
Vormals nicht ausgewähltes Paket unrar wird gewählt.
Vorbereitung zum Entpacken von .../unrar_1%3a5.0.10-1ubuntu0.14.04.1_i386.deb ...
Entpacken von unrar (1:5.0.10-1ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket libavcodec-extra wird gewählt.
Vorbereitung zum Entpacken von .../libavcodec-extra_6%3a9.18-0ubuntu0.14.04.1_all.deb ...
Entpacken von libavcodec-extra (6:9.18-0ubuntu0.14.04.1) ...
Trigger für man-db (2.6.7.1-1ubuntu1) werden verarbeitet ...
Trigger für doc-base (0.10.5) werden verarbeitet ...
1 hinzugefügte Doc-base-Datei wird verarbeitet...
Trigger für libglib2.0-0:i386 (2.40.2-0ubuntu1) werden verarbeitet ...
Trigger für update-notifier-common (0.154.1ubuntu1) werden verarbeitet ...
flashplugin-installer: downloading http://archive.canonical.com/pool/partner/a/adobe-flashplugin/adobe-flashplugin_20150708.1.orig.tar.gz
Installing from local file /tmp/tmpXb_0qi.gz
Flash Plugin installed.
Trigger für fontconfig (2.11.0-0ubuntu4.1) werden verarbeitet ...
oxideqt-codecs-extra:i386 (1.7.9-0ubuntu0.14.04.1) wird eingerichtet ...
chromium-codecs-ffmpeg-extra (43.0.2357.130-0ubuntu0.14.04.1.1092) wird eingerichtet ...
libenca0:i386 (1.15-2) wird eingerichtet ...
libass4:i386 (0.10.1-3ubuntu1) wird eingerichtet ...
libcdaudio1 (0.99.12p2-13) wird eingerichtet ...
libdc1394-22:i386 (2.2.1-2ubuntu2) wird eingerichtet ...
libdca0:i386 (0.0.5-6ubuntu1) wird eingerichtet ...
libdirac-encoder0:i386 (1.0.2-6ubuntu1) wird eingerichtet ...
tsconf (1.0-12) wird eingerichtet ...
libts-0.0-0:i386 (1.0-12) wird eingerichtet ...
libdirectfb-1.2-9:i386 (1.2.10.0-5) wird eingerichtet ...
libfaad2:i386 (2.7-8) wird eingerichtet ...
libflite1:i386 (1.4-release-8ubuntu0.1) wird eingerichtet ...
libgme0 (0.5.5-2) wird eingerichtet ...
libgsm1:i386 (1.0.13-4) wird eingerichtet ...
libgstreamer-plugins-bad0.10-0:i386 (0.10.23-7.2ubuntu1.1) wird eingerichtet ...
libkate1 (0.4.1-1ubuntu1) wird eingerichtet ...
libmimic0 (1.0.4-2.1ubuntu1) wird eingerichtet ...
libmms0:i386 (0.6.2-3ubuntu2) wird eingerichtet ...
libmodplug1 (1:0.8.8.4-4.1) wird eingerichtet ...
libfftw3-double3:i386 (3.3.3-7ubuntu3) wird eingerichtet ...
libofa0 (0.9.3-5ubuntu1) wird eingerichtet ...
libopenal-data (1:1.14-4ubuntu1) wird eingerichtet ...
libopenal1:i386 (1:1.14-4ubuntu1) wird eingerichtet ...
libopus0 (1.1-0ubuntu1) wird eingerichtet ...
libschroedinger-1.0-0:i386 (1.0.11-2ubuntu1) wird eingerichtet ...
libslv2-9 (0.6.6+dfsg1-2) wird eingerichtet ...
libsoundtouch0:i386 (1.7.1-5) wird eingerichtet ...
libspandsp2 (0.0.6~pre21-2) wird eingerichtet ...
libvo-aacenc0:i386 (0.1.3-1) wird eingerichtet ...
libvo-amrwbenc0:i386 (0.1.3-1) wird eingerichtet ...
libwildmidi-config (0.2.3.4-2.1ubuntu3) wird eingerichtet ...
libwildmidi1:i386 (0.2.3.4-2.1ubuntu3) wird eingerichtet ...
libxvidcore4:i386 (2:1.3.2-9ubuntu1) wird eingerichtet ...
libzbar0 (0.10+doc-9build1) wird eingerichtet ...
libzvbi-common (0.2.35-2) wird eingerichtet ...
libzvbi0:i386 (0.2.35-2) wird eingerichtet ...
gstreamer0.10-plugins-bad:i386 (0.10.23-7.2ubuntu1.1) wird eingerichtet ...
libavutil52:i386 (6:9.18-0ubuntu0.14.04.1) wird eingerichtet ...
libmp3lame0:i386 (3.99.5+repack1-3ubuntu1) wird eingerichtet ...
libopencore-amrnb0:i386 (0.1.3-2ubuntu1) wird eingerichtet ...
libopencore-amrwb0:i386 (0.1.3-2ubuntu1) wird eingerichtet ...
libopenjpeg2:i386 (1.3+dfsg-4.7ubuntu1) wird eingerichtet ...
libva1:i386 (1.3.0-2) wird eingerichtet ...
libx264-142:i386 (2:0.142.2389+git956c8d8-2) wird eingerichtet ...
libavcodec-extra-54:i386 (6:9.18-0ubuntu0.14.04.1) wird eingerichtet ...
libavformat54:i386 (6:9.18-0ubuntu0.14.04.1) wird eingerichtet ...
libfaac0:i386 (1.28-6) wird eingerichtet ...
libfluidsynth1:i386 (1.1.6-2) wird eingerichtet ...
libmad0:i386 (0.15.1b-8ubuntu1) wird eingerichtet ...
libmjpegutils-2.1-0 (1:2.1.0+debian-2.1) wird eingerichtet ...
libmpeg2-4:i386 (0.5.1-5ubuntu1) wird eingerichtet ...
libmpeg2encpp-2.1-0 (1:2.1.0+debian-2.1) wird eingerichtet ...
libmpg123-0:i386 (1.16.0-1ubuntu1) wird eingerichtet ...
libmplex2-2.1-0 (1:2.1.0+debian-2.1) wird eingerichtet ...
liboil0.3:i386 (0.3.17-2ubuntu4) wird eingerichtet ...
libtbb2 (4.2~20130725-1.1ubuntu1) wird eingerichtet ...
libopencv-core2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-flann2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-imgproc2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-features2d2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-calib3d2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libgtkglext1 (1.2.0-3.1fakesync3) wird eingerichtet ...
libswscale2:i386 (6:9.18-0ubuntu0.14.04.1) wird eingerichtet ...
libopencv-highgui2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-ml2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-objdetect2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-video2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-contrib2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
libopencv-legacy2.4:i386 (2.4.8+dfsg1-2ubuntu1) wird eingerichtet ...
cabextract (1.4-4) wird eingerichtet ...
ttf-mscorefonts-installer (3.4+nmu1ubuntu1) wird eingerichtet ...
libchromaprint0:i386 (1.1-1) wird eingerichtet ...
libgstreamer-plugins-bad1.0-0:i386 (1.2.4-1~ubuntu1) wird eingerichtet ...
libsrtp0 (1.4.5~20130609~dfsg-1) wird eingerichtet ...
gstreamer1.0-plugins-bad-videoparsers:i386 (1.2.4-1~ubuntu1) wird eingerichtet ...
gstreamer1.0-plugins-bad-faad:i386 (1.2.4-1~ubuntu1) wird eingerichtet ...
gstreamer1.0-plugins-bad:i386 (1.2.4-1~ubuntu1) wird eingerichtet ...
flashplugin-installer (11.2.202.481ubuntu0.14.04.1) wird eingerichtet ...
freepats (20060219-1) wird eingerichtet ...
gstreamer0.10-fluendo-mp3:i386 (0.10.23.debian-3) wird eingerichtet ...
gstreamer0.10-plugins-bad-multiverse (0.10.21-1ubuntu3) wird eingerichtet ...
liba52-0.7.4 (0.7.4-17) wird eingerichtet ...
libsidplay1 (1.36.59-5ubuntu1) wird eingerichtet ...
libtwolame0 (0.3.13-1ubuntu1) wird eingerichtet ...
gstreamer0.10-plugins-ugly:i386 (0.10.19-2ubuntu5) wird eingerichtet ...
gstreamer1.0-fluendo-mp3:i386 (0.10.23.debian-3) wird eingerichtet ...
gstreamer1.0-libav:i386 (1.2.4-1~ubuntu1) wird eingerichtet ...
gstreamer1.0-plugins-ugly:i386 (1.2.3-2build1) wird eingerichtet ...
ubuntu-restricted-addons (20) wird eingerichtet ...
ubuntu-restricted-extras (60.1) wird eingerichtet ...
unrar (1:5.0.10-1ubuntu0.14.04.1) wird eingerichtet ...
update-alternatives: /usr/bin/unrar-nonfree wird verwendet, um /usr/bin/unrar (unrar) im Auto-Modus bereitzustellen
libavcodec-extra (6:9.18-0ubuntu0.14.04.1) wird eingerichtet ...
Trigger für libc-bin (2.19-0ubuntu6) werden verarbeitet ...
Vormals nicht ausgewähltes Paket libdvdcss2 wird gewählt.
(Lese Datenbank ... 161627 Dateien und Verzeichnisse sind derzeit installiert.)
Vorbereitung zum Entpacken von .../dvdcss-lRzh7X/libdvdcss.deb ...
Entpacken von libdvdcss2 (1.2.13-0) ...
libdvdcss2 (1.2.13-0) wird eingerichtet ...
Trigger für libc-bin (2.19-0ubuntu6) werden verarbeitet ...
ok
installing ltsp-install...Paketlisten werden gelesen...
Abhängigkeitsbaum wird aufgebaut....
Statusinformationen werden eingelesen....
Die folgenden zusätzlichen Pakete werden installiert:
  libblas3 liblinear-tools liblinear1
Vorgeschlagene Pakete:
  libsvm-tools liblinear-dev
Die folgenden NEUEN Pakete werden installiert:
  e3 libblas3 liblinear-tools liblinear1 nmap ssh xosview
0 aktualisiert, 7 neu installiert, 0 zu entfernen und 62 nicht aktualisiert.
Es müssen 4'243 kB an Archiven heruntergeladen werden.
Nach dieser Operation werden 18.8 MB Plattenplatz zusätzlich benutzt.
Holen: 1 http://archive.ubuntu.com/ubuntu/ trusty/universe e3 i386 1:2.71-1 [38.7 kB]
Holen: 2 http://archive.ubuntu.com/ubuntu/ trusty/main libblas3 i386 1.2.20110419-7 [183 kB]
Holen: 3 http://archive.ubuntu.com/ubuntu/ trusty/main liblinear1 i386 1.8+dfsg-1ubuntu1 [32.0 kB]
